"Survived","Pclass","Name","Sex","Age","SibSp","Parch","Fare","Cabin","Embarked"
"No",2,"Mr","male",1.43695830805435,0,0,-0.156742008017527,"None","S"
"No",3,"Mr","male",0.954417651298667,0,0,-0.719470701773455,"None","S"
"Yes",3,"Miss","female",0.705606978787328,0,0,-0.764148035799597,"None","Q"
"No",1,"Mr","male",1.25818070124534,1,1,1.76126055934806,"C","C"
"No",3,"Mr","male",0.830699106349613,0,0,-0.77622192714443,"F","S"
"Yes",1,"Mr","female",-0.795053116090237,1,0,2.26973829086223,"C","C"
"Yes",1,"Mr","male",0.386295447485256,0,0,0.52078496479625,"E","S"
"No",3,"Miss","female",-0.795053116090237,0,1,-0.0845768091938574,"None","C"
"No",3,"Mr","male",-0.286745665146845,0,0,-0.762938151446338,"None","Q"
"No",3,"Mr","male",-0.216977911705527,1,0,-0.746867150851037,"None","S"
"No",2,"Mr","male",0.64252010186733,0,0,0.510113638945295,"None","S"
"Yes",2,"Mr","female",1.01578561680169,0,0,-0.156742008017527,"None","S"
"Yes",1,"Mr","male",0.830699106349613,0,0,0.52078496479625,"E","S"
"Yes",1,"Miss","female",-0.500018260491413,0,0,1.99077223199389,"None","S"
"Yes",3,"Master","male",-0.795053116090237,1,1,-0.028640946184145,"None","C"
"Yes",1,"Mr","female",-0.357153254272081,0,0,1.10442240093304,"C","C"
"No",1,"Mr","male",-0.572548722574306,0,0,0.530411543117919,"C","S"
"Yes",1,"Mr","male",1.19802761616705,1,0,1.14724164061355,"C","S"
"No",3,"Mr","male",-0.0112329734660294,0,0,-0.538345192762739,"None","S"
"No",2,"Mr","male",1.43695830805435,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",-0.720016864155162,0,0,-0.77622192714443,"F","S"
"Yes",1,"Miss","female",0.579057818284531,0,0,2.26973829086223,"C","C"
"Yes",2,"Miss","female",-0.147820787985588,0,0,-0.426959807317749,"E","S"
"No",3,"Mr","male",-1.35110672042208,0,0,-0.0113670500002414,"None","Q"
"No",3,"Mr","male",0.255671029140956,0,0,-0.758155472685777,"None","S"
"Yes",2,"Miss","female",-1.79762939555405,0,1,0.737427918990016,"None","S"
"No",3,"Mr","male",-0.871032867329727,1,0,-0.866845937847626,"None","S"
"No",2,"Mr","male",0.321204672227867,0,0,-0.196863595224695,"None","S"
"No",2,"Mr","male",1.31804896439051,0,0,-0.196863595224695,"None","S"
"Yes",1,"Mr","male",-0.147820787985588,1,0,1.16535459335381,"E","S"
"No",3,"Mr","male",-0.645866037809871,0,0,-0.638144859739646,"None","S"
"Yes",2,"Mr","female",0.0562455013659998,3,0,0.299361530508014,"None","S"
"Yes",3,"Miss","female",-0.871032867329727,0,0,-0.763542919696718,"None","Q"
"No",2,"Mr","male",-0.286745665146845,1,0,0.510113638945295,"None","S"
"No",3,"Miss","female",-0.286745665146845,1,0,-0.736877853737376,"None","S"
"Yes",1,"Miss","female",-0.0112329734660294,0,0,2.22065817630871,"B","S"
"No",3,"Mr","male",-1.35110672042208,0,0,0.186914156599467,"None","C"
"No",2,"Mr","male",-0.216977911705527,0,0,-4.16351313739568,"None","S"
"No",2,"Mr","male",-0.428232513132744,0,0,-0.196863595224695,"None","S"
"No",2,"Mr","male",-0.428232513132744,0,0,-0.196863595224695,"None","S"
"No",3,"Mr","male",-0.0451718029761892,0,0,0.0281729637352737,"None","S"
"No",3,"Mr","female",1.19802761616705,1,3,0.775494952657806,"None","S"
"Yes",1,"Mr","male",0.386295447485256,0,0,2.76602649523465,"B","C"
"No",3,"Mr","male",-0.648810387764854,0,0,-0.740986207722494,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.740986207722494,"None","S"
"Yes",1,"Mr","male",-0.871032867329727,0,0,0.647573463288271,"D","S"
"No",1,"Mr","male",0.450958529829413,1,0,1.49517880429229,"C","S"
"Yes",1,"Miss","female",-0.572548722574306,2,2,2.36257486230167,"B","C"
"No",3,"Mr","male",-0.357153254272081,1,0,0.0281729637352737,"None","S"
"Yes",3,"Mr","male",0.123209328815821,0,0,-0.736877853737376,"None","S"
"No",1,"Mr","male",2.46444286938246,1,1,1.40995236155563,"B","S"
"No",3,"Mr","male",-0.948021467911243,1,1,0.262820634390005,"None","S"
"Yes",2,"Miss","female",0.0562455013659998,0,0,-0.196863595224695,"None","S"
"No",1,"Mr","male",-0.720016864155162,1,0,1.16535459335381,"D","S"
"No",3,"Mr","male",0.123209328815821,0,0,-0.761744035710529,"None","Q"
"Yes",2,"Miss","female",-1.9963985486079,1,1,0.389940016811045,"None","S"
"Yes",3,"Master","male",-1.79762939555405,0,1,-0.240879246052493,"E","S"
"No",3,"Mr","male",0.255671029140956,0,0,-0.536412638171989,"None","S"
"No",3,"Mr","male",-0.428232513132744,0,0,-0.740986207722494,"None","S"
"Yes",2,"Mr","female",1.19802761616705,1,2,1.33694045427145,"None","S"
"Yes",2,"Master","male",-2.38143410832378,1,1,-0.0812479103796757,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.755179096420363,"None","S"
"No",2,"Mr","male",-0.795053116090237,0,0,-0.328340973976106,"None","S"
"No",3,"Mr","male",0.321204672227867,0,0,-0.719470701773455,"None","S"
"Yes",1,"Mrs","female",0.255671029140956,0,0,1.56909857016511,"B","S"
"No",3,"Mr","male",-1.06556068835895,0,0,-0.0812479103796757,"None","S"
"No",3,"Mr","male",0.768329747554387,0,0,-0.855663722160708,"None","S"
"Yes",3,"Mr","male",-0.645866037809871,0,0,-0.839416569977556,"None","C"
"Yes",1,"Mr","female",0.450958529829413,1,2,1.8205742313673,"B","S"
"No",3,"Mr","male",-0.948021467911243,0,0,-0.758155472685777,"None","S"
"Yes",1,"Mr","female",1.37763930040212,1,0,1.48601356765469,"D","S"
"No",1,"Mr","male",-0.357153254272081,0,0,0.905495841094786,"None","C"
"No",3,"Miss","female",0.0897904734939888,0,0,-0.761744035710529,"None","Q"
"No",3,"Mr","male",-0.572548722574306,1,0,0.438026887098721,"None","Q"
"No",3,"Mr","male",0.189678340858551,0,0,-0.677182430651219,"None","S"
"No",3,"Mr","male",-0.357153254272081,0,0,-0.536412638171989,"None","S"
"No",3,"Mr","male",1.19802761616705,0,0,-0.746867150851037,"None","S"
"No",2,"Mr","female",1.72969581593426,0,0,-0.426959807317749,"E","S"
"No",3,"Mr","male",-0.357153254272081,0,0,-0.840066675866286,"None","C"
"Yes",2,"Mr","female",1.5548073601087,1,3,0.389940016811045,"None","S"
"No",3,"Mr","male",-0.795053116090237,0,0,-0.761744035710529,"None","S"
"No",3,"Mr","male",0.255671029140956,0,0,-0.761744035710529,"F","Q"
"Yes",3,"Miss","female",-1.89503866387163,0,0,-0.240879246052493,"None","S"
"No",3,"Mr","male",1.1375824987207,0,0,-0.763542919696718,"None","Q"
"Yes",1,"Mr","female",0.892725198112956,0,1,2.22065817630871,"B","S"
"Yes",3,"Miss","female",-1.18583512281906,0,0,-0.839416569977556,"None","C"
"Yes",1,"Mr","female",-0.871032867329727,1,0,1.22619141331043,"B","S"
"No",1,"Mr","male",-0.0112329734660294,0,0,0.647573463288271,"D","S"
"No",3,"Mr","male",-0.948021467911243,1,2,0.409078421658738,"None","S"
"No",3,"Mr","male",-0.286745665146845,0,0,-0.86751298134067,"None","S"
"No",3,"Mr","male",-0.286745665146845,0,0,-0.836202837739019,"None","S"
"Yes",3,"Miss","female",-0.795053116090237,0,0,-0.798943823059458,"None","S"
"No",3,"Master","male",-1.6120883962736,4,1,0.619390089420615,"None","Q"
"Yes",3,"Master","male",-2.33803311206284,1,2,0.278841479559567,"None","S"
"No",1,"Mr","male",1.07683780149007,0,0,1.49874283638811,"B","C"
"No",3,"Mr","male",-0.147820787985588,0,0,-0.761744035710529,"None","Q"
"No",2,"Mr","male",-0.948021467911243,0,0,0.510113638945295,"None","S"
"No",3,"Miss","female",0.48313417594433,8,2,1.39299268715662,"None","S"
"No",1,"Mr","male",1.37763930040212,0,0,0.669314073101031,"None","C"
"No",3,"Mr","male",-0.286745665146845,0,0,-0.740986207722494,"None","S"
"No",2,"Mr","male",0.64252010186733,0,0,-0.196863595224695,"None","S"
"Yes",1,"Mr","female",1.25818070124534,0,0,0.507464839877135,"D","S"
"Yes",3,"Mr","female",0.123209328815821,0,0,-0.63549214438977,"None","S"
"No",3,"Mr","male",0.0562455013659998,0,0,-0.839416569977556,"None","C"
"No",3,"Mr","female",0.0562455013659998,1,1,0.438026887098721,"None","S"
"No",2,"Mr","male",0.321204672227867,0,0,-0.196863595224695,"None","S"
"Yes",2,"Mr","female",0.123209328815821,1,1,0.519400698661731,"None","S"
"Yes",1,"Master","male",-1.35110672042208,1,2,1.8205742313673,"B","S"
"Yes",3,"Master","male",-2.41568094095006,0,1,-0.656933222709853,"None","C"
"Yes",3,"Mr","male",-0.147820787985588,0,0,-0.879495043619048,"None","S"
"No",3,"Mr","male",0.123209328815821,0,0,-0.758155472685777,"None","S"
"No",1,"Mr","male",0.64252010186733,0,0,-4.16351313739568,"A","S"
"No",3,"Miss","female",-0.795053116090237,0,0,-0.758155472685777,"None","S"
"No",2,"Mr","male",0.64252010186733,0,0,-0.196863595224695,"None","S"
"Yes",1,"Mr","female",0.255671029140956,1,0,1.16535459335381,"E","S"
"No",3,"Mr","male",-0.216977911705527,0,0,-0.742156938403352,"None","S"
"No",3,"Mr","male",0.64252010186733,0,0,0.438026887098721,"None","S"
"No",2,"Mr","male",0.386295447485256,0,0,-0.426959807317749,"None","S"
"No",3,"Miss","female",-1.79762939555405,4,2,0.686980506140679,"None","S"
"No",3,"Mr","male",0.0897904734939888,0,0,-0.719470701773455,"None","S"
"No",1,"Mr","male",1.67164364168669,0,0,-4.16351313739568,"B","S"
"No",3,"Miss","female",-0.428232513132744,0,0,-0.736877853737376,"None","S"
"No",2,"Mr","male",0.123209328815821,1,1,0.843585547598397,"None","C"
"No",3,"Mr","male",0.892725198112956,0,0,-0.967330733754265,"None","S"
"No",3,"Master","male",-1.43616511261985,3,2,0.578244208059263,"None","S"
"Yes",1,"Mr","female",1.43695830805435,1,1,1.63026076745653,"B","S"
"Yes",3,"Mr","male",-0.147820787985588,0,0,-0.638144859739646,"None","S"
"No",1,"Mr","male",0.579057818284531,0,0,-4.16351313739568,"None","S"
"Yes",3,"Mr","female",-0.147820787985588,0,1,-0.240879246052493,"E","S"
"No",3,"Master","male",-2.21562619006744,4,1,0.907499637439395,"None","S"
"No",3,"Mr","male",0.965351666080306,0,0,-0.883519050567293,"None","Q"
"No",3,"Mr","male",1.01578561680169,0,0,1.21860609039513,"None","S"
"Yes",2,"Master","male",-2.33803311206284,0,2,0.843585547598397,"None","C"
"Yes",3,"Mr","male",0.450958529829413,0,0,-0.761744035710529,"None","Q"
"Yes",1,"Mr","female",2.01649769923079,0,0,1.50681979349655,"B","S"
"Yes",3,"Mr","female",-1.0260929423564,1,0,-0.0845768091938574,"None","C"
"Yes",2,"Master","male",-2.36015930092918,1,1,0.184880310905336,"None","S"
"No",3,"Mr","male",-2.10272308554177,0,0,-0.839416569977556,"None","C"
"No",3,"Mr","male",-0.428232513132744,0,0,-0.746867150851037,"None","S"
"No",3,"Mr","male",-0.795053116090237,0,0,-0.685503723562728,"None","S"
"Yes",1,"Miss","female",0.64252010186733,1,1,1.53779920671102,"E","C"
"No",3,"Mr","male",-0.572548722574306,0,0,-0.638144859739646,"None","S"
"No",3,"Mr","male",-0.079247413288739,0,0,-0.719470701773455,"None","S"
"Yes",3,"Mr","male",0.189678340858551,0,0,1.21860609039513,"None","S"
"Yes",1,"Mr","male",0.321204672227867,0,0,0.638018974894938,"C","C"
"No",3,"Mr","male",-0.645866037809871,0,0,-0.736877853737376,"None","S"
"No",2,"Mr","male",-0.948021467911243,0,0,-0.426959807317749,"None","S"
"Yes",1,"Miss","female",0.0562455013659998,0,0,0.678640309669405,"None","C"
"No",3,"Mr","male",0.353804447484103,0,0,-0.969511593063916,"None","C"
"No",3,"Mr","male",-0.871032867329727,0,0,-0.638144859739646,"None","S"
"No",3,"Mr","male",0.830699106349613,0,0,-0.790901437088284,"None","S"
"No",3,"Mr","male",0.705606978787328,8,2,1.39299268715662,"None","S"
"No",3,"Mr","male",0.386295447485256,0,0,-0.740986207722494,"None","C"
"No",2,"Mr","male",-0.079247413288739,0,1,0.737427918990016,"None","S"
"Yes",1,"Mr","female",-0.500018260491413,1,0,1.59251499845209,"C","C"
"No",3,"Master","male",-1.9963985486079,4,2,0.686980506140679,"None","S"
"No",3,"Mr","male",2.68387302432931,0,0,-0.758155472685777,"None","S"
"No",3,"Miss","female",-1.52308121907662,1,1,-0.028640946184145,"None","C"
"Yes",1,"Miss","female",-0.948021467911243,0,1,0.900896271681689,"D","S"
"No",2,"Mr","female",0.954417651298667,1,0,0.510113638945295,"None","S"
"Yes",3,"Mr","female",-0.795053116090237,0,1,-0.553904142307953,"None","S"
"Yes",1,"Mr","female",1.01578561680169,1,1,2.05037089687634,"None","S"
"Yes",1,"Mr","male",1.37763930040212,0,0,0.530411543117919,"E","S"
"Yes",3,"Mr","female",-0.357153254272081,0,3,0.21206269939158,"None","C"
"No",3,"Mr","male",-0.500018260491413,0,0,-0.839416569977556,"None","C"
"No",3,"Mr","male",0.768329747554387,2,0,-0.110105332213233,"None","S"
"No",2,"Mr","male",-0.572548722574306,1,0,-0.328340973976106,"None","S"
"Yes",1,"Mr","female",1.19802761616705,0,0,0.507464839877135,"D","S"
"No",3,"Miss","female",0.386295447485256,8,2,1.39299268715662,"None","S"
"No",2,"Mr","male",-0.357153254272081,0,0,-0.196863595224695,"None","S"
"Yes",2,"Mr","female",0.830699106349613,0,0,-0.196863595224695,"None","S"
"Yes",2,"Miss","female",-0.147820787985588,1,0,-0.128995402081321,"None","C"
"No",1,"Mr","male",0.123209328815821,0,0,1.12173166224009,"A","S"
"No",3,"Mr","male",0.954417651298667,0,0,-0.536412638171989,"None","S"
"Yes",3,"Master","male",-1.9963985486079,1,1,-0.363371881436126,"None","S"
"No",3,"Mr","male",-0.216977911705527,0,0,-0.740986207722494,"None","S"
"Yes",1,"Mr","female",1.1375824987207,1,1,1.1564229054081,"D","S"
"No",1,"Mr","male",0.255671029140956,0,0,-1.25444913580008,"B","S"
"No",3,"Mr","male",1.1375824987207,0,0,-0.595924594521121,"None","S"
"Yes",2,"Mr","female",-0.079247413288739,1,0,0.431905448873466,"None","C"
"Yes",3,"Miss","female",-1.0260929423564,0,0,-0.840066675866286,"None","C"
"No",3,"Mr","male",-0.645866037809871,0,0,-0.497203106281451,"None","S"
"No",3,"Mr","male",-0.720016864155162,0,0,-0.740986207722494,"None","S"
"No",3,"Mr","male",0.515208179196679,0,0,-0.740986207722494,"None","S"
"Yes",1,"Mr","female",1.67164364168669,0,1,1.53779920671102,"C","C"
"Yes",2,"Mr","female",-0.286745665146845,0,1,0.510113638945295,"None","S"
"No",3,"Mr","male",0.255671029140956,0,0,-0.740986207722494,"None","S"
"No",3,"Miss","female",-0.500018260491413,0,0,-0.425229673981395,"None","S"
"No",2,"Mr","male",-0.079247413288739,0,0,-0.426959807317749,"None","S"
"No",3,"Mr","male",-0.286745665146845,0,0,-0.86751298134067,"None","S"
"No",3,"Mr","female",0.64252010186733,0,5,0.619390089420615,"None","Q"
"No",2,"Mr","male",-0.147820787985588,0,0,-0.196863595224695,"None","S"
"Yes",1,"Miss","female",-0.720016864155162,0,0,0.647573463288271,"B","S"
"No",3,"Miss","female",1.31804896439051,1,2,0.409078421658738,"None","S"
"Yes",1,"Mr","male",-0.216977911705527,0,0,0.647573463288271,"C","C"
"No",3,"Mr","male",0.189678340858551,0,0,-0.761744035710529,"None","Q"
